name,type,lat,long,link
Taman Bermain,Park,-6.3084774,106.8012644,https://www.google.com/maps/place/Taman+bermain/data=!4m7!3m6!1s0x2e69ef90ca7ddbe7:0xd5b10f420e8f51b9!8m2!3d-6.3084774!4d106.8012644!16s%2Fg%2F11jr_k2f6z!19sChIJ59t9ypDvaS4RuVGPDkIPsdU?authuser=0&hl=en&rclk=1
Taman Bermain,Garden,-6.1269718,106.7068222,https://www.google.com/maps/place/Taman+Bermain/data=!4m7!3m6!1s0x2e6a03f0708756ff:0xae044f3213d6179c!8m2!3d-6.1269718!4d106.7068222!16s%2Fg%2F11tc8nl0q6!19sChIJ_1aHcPADai4RnBfWEzJPBK4?authuser=0&hl=en&rclk=1
Taman Bermain Pura Melati Indah I,Park,-6.2937144,106.9119451,https://www.google.com/maps/place/Taman+Bermain+Pura+Melati+Indah+I/data=!4m7!3m6!1s0x2e69f2aad5c3b511:0x1e91c7b2fa08d72d!8m2!3d-6.2937144!4d106.9119451!16s%2Fg%2F11c1tb6kqy!19sChIJEbXD1aryaS4RLdcI-rLHkR4?authuser=0&hl=en&rclk=1
Taman Bermain Pura Melati Indah II,Park,-6.2961271,106.9130495,https://www.google.com/maps/place/Taman+Bermain+Pura+Melati+Indah+II/data=!4m7!3m6!1s0x2e698d5558093ad1:0x7b25a2a9c6a337d2!8m2!3d-6.2961271!4d106.9130495!16s%2Fg%2F11c1tb27rz!19sChIJ0ToJWFWNaS4R0jejxqmiJXs?authuser=0&hl=en&rclk=1
Taman bermain Salman akbar,Garden,-6.137834,106.7360006,https://www.google.com/maps/place/Taman+bermain+Salman+akbar/data=!4m7!3m6!1s0x2e6a1d08231db4c7:0x4f9a8424b3e6f807!8m2!3d-6.137834!4d106.7360006!16s%2Fg%2F11sn_8r5__!19sChIJx7QdIwgdai4RB_jmsySEmk8?authuser=0&hl=en&rclk=1
Taman bersatu,Garden,-6.1658558,106.720338,https://www.google.com/maps/place/Taman+bersatu/data=!4m7!3m6!1s0x2e69f9a0ee125177:0xb3c1e0a0f8232149!8m2!3d-6.1658558!4d106.720338!16s%2Fg%2F11jwvcxp6k!19sChIJd1ES7qD5aS4RSSEj-KDgwbM?authuser=0&hl=en&rclk=1
Taman Bhineka Tunggal Ika,Park,-6.1630622,106.91354,https://www.google.com/maps/place/Taman+Bhineka+Tunggal+Ika/data=!4m7!3m6!1s0x2e698acd5e711e31:0x1e8993175e45eab6!8m2!3d-6.1630622!4d106.91354!16s%2Fg%2F11dyqycz71!19sChIJMR5xXs2KaS4RtupFXheTiR4?authuser=0&hl=en&rclk=1
Taman Bhinneka Tunggal Ika,Park,-6.248052,106.8016231,https://www.google.com/maps/place/Taman+Bhinneka+Tunggal+Ika/data=!4m7!3m6!1s0x2e69f14649b1594f:0x8bccf9f231e8ecd!8m2!3d-6.248052!4d106.8016231!16s%2Fg%2F11fnslnftz!19sChIJT1mxSUbxaS4RzY4eI5_PvAg?authuser=0&hl=en&rclk=1
Taman Biduri,Park,-6.2177973,106.7802446,https://www.google.com/maps/place/Taman+Biduri/data=!4m7!3m6!1s0x2e69f7ccd3326c93:0x3a2c423e8ff8fb2a!8m2!3d-6.2177973!4d106.7802446!16s%2Fg%2F11q2q_bs1c!19sChIJk2wy08z3aS4RKvv4jz5CLDo?authuser=0&hl=en&rclk=1
Taman Bina Marga,Park,-12.507811,213.5582864,https://www.google.com/maps/place/Taman+Bina+Marga/data=!4m7!3m6!1s0x2e69f1f10a268b1b:0x319b7c68b65071ed!8m2!3d-6.2539055!4d106.7791432!16s%2Fg%2F11n86y84pp!19sChIJG4smCvHxaS4R7XFQtmh8mzE?authuser=0&hl=en&rclk=1
Taman BKT,City park,-6.2297751,106.9083257,https://www.google.com/maps/place/Taman+BKT/data=!4m7!3m6!1s0x2e69f34c7647b63b:0xd587987f2670fb6e!8m2!3d-6.2297751!4d106.9083257!16s%2Fg%2F11cmyz1pz7!19sChIJO7ZHdkzzaS4RbvtwJn-Yh9U?authuser=0&hl=en&rclk=1
Taman BKT Jakarta Timur Pd Bambu Raya,Park,-6.229822,106.8966079,https://www.google.com/maps/place/Taman+BKT+Jakarta+Timur+Pd+Bambu+Raya/data=!4m7!3m6!1s0x2e69f34425b11c25:0xf61edca34c44d6e9!8m2!3d-6.229822!4d106.8966079!16s%2Fg%2F11dyp6fkjw!19sChIJJRyxJUTzaS4R6dZETKPcHvY?authuser=0&hl=en&rclk=1
Taman Blok F,Park,-6.1959547,106.7497838,https://www.google.com/maps/place/Taman+Blok+F/data=!4m7!3m6!1s0x2e69f73d00e33265:0xe5f88f936a98c4fd!8m2!3d-6.1959547!4d106.7497838!16s%2Fg%2F11hgbnfbd3!19sChIJZTLjAD33aS4R_cSYapOP-OU?authuser=0&hl=en&rclk=1
Taman BMW,Park,-6.1263431,106.8558252,https://www.google.com/maps/place/Taman+BMW/data=!4m7!3m6!1s0x2e6a1e2fade2b873:0xa7e16d7ab40e15b9!8m2!3d-6.1263431!4d106.8558252!16s%2Fg%2F11cjjhg4k0!19sChIJc7jirS8eai4RuRUOtHpt4ac?authuser=0&hl=en&rclk=1
Taman Boediardjo,Park,-6.352251,106.9015389,https://www.google.com/maps/place/Taman+Boediardjo/data=!4m7!3m6!1s0x2e69ede569331c21:0xbf8083581c08d966!8m2!3d-6.352251!4d106.9015389!16s%2Fg%2F11fg4zh8z9!19sChIJIRwzaeXtaS4RZtkIHFiDgL8?authuser=0&hl=en&rclk=1
Taman Bola Matoa,Park,-6.3542434,106.7936606,https://www.google.com/maps/place/Taman+Bola+Matoa/data=!4m7!3m6!1s0x2e69ef20e2421a83:0x7a4cd757f809a69a!8m2!3d-6.3542434!4d106.7936606!16s%2Fg%2F11p12mw0n5!19sChIJgxpC4iDvaS4RmqYJ-FfXTHo?authuser=0&hl=en&rclk=1
Taman BPN Kembangan,City park,-6.1796643,106.7430135,https://www.google.com/maps/place/Taman+BPN+Kembangan/data=!4m7!3m6!1s0x2e69f775925fcbd5:0x4aa467edc4e3e86a!8m2!3d-6.1796643!4d106.7430135!16s%2Fg%2F11fylscsgv!19sChIJ1ctfknX3aS4RaujjxO1npEo?authuser=0&hl=en&rclk=1
Taman Bronbeek,Park,-6.2066225,106.8661142,https://www.google.com/maps/place/Taman+Bronbeek/data=!4m7!3m6!1s0x2e69f487eeb1185f:0x945934da4a2ee435!8m2!3d-6.2066225!4d106.8661142!16s%2Fg%2F11cp5dnck6!19sChIJXxix7of0aS4RNeQuSto0WZQ?authuser=0&hl=en&rclk=1
Taman Budaya Tionghoa,Park,-6.3039002,106.9029141,https://www.google.com/maps/place/Taman+Budaya+Tionghoa/data=!4m7!3m6!1s0x2e69ed50fc89ac4f:0x32dcbfe374fc7909!8m2!3d-6.3039002!4d106.9029141!16s%2Fg%2F11bw4cs_fd!19sChIJT6yJ_FDtaS4RCXn8dOO_3DI?authuser=0&hl=en&rclk=1
Taman Bulak Rantai,Park,-6.2835578,106.8683737,https://www.google.com/maps/place/Taman+Bulak+Rantai/data=!4m7!3m6!1s0x2e69f28970e1dc0d:0x2360bd6a9f48a5a2!8m2!3d-6.2835578!4d106.8683737!16s%2Fg%2F11c6c9f5j5!19sChIJDdzhcInyaS4RoqVIn2q9YCM?authuser=0&hl=en&rclk=1
Taman Bulus Bali,Park,-6.3043165,106.7896199,https://www.google.com/maps/place/Taman+Bulus+Bali/data=!4m7!3m6!1s0x2e69ef3a452a9375:0x8f6d4b933e02bbe3!8m2!3d-6.3043165!4d106.7896199!16s%2Fg%2F11h3bnfm1y!19sChIJdZMqRTrvaS4R47sCPpNLbY8?authuser=0&hl=en&rclk=1
Taman bumi bintaro permai,Garden,-6.2656668,106.7544183,https://www.google.com/maps/place/Taman+bumi+bintaro+permai/data=!4m7!3m6!1s0x2e69f1ef5d44013d:0xb89840d31b1a4e55!8m2!3d-6.2656668!4d106.7544183!16s%2Fg%2F11pcsc67n5!19sChIJPQFEXe_xaS4RVU4aG9NAmLg?authuser=0&hl=en&rclk=1
Taman Burung TMII,Park,-6.3006394,106.9036959,https://www.google.com/maps/place/Taman+Burung+TMII/data=!4m7!3m6!1s0x2e69ed2a54828697:0xece76f24c01269e8!8m2!3d-6.3006394!4d106.9036959!16s%2Fg%2F1tp4lj67!19sChIJl4aCVCrtaS4R6GkSwCRv5-w?authuser=0&hl=en&rclk=1
Taman Butjin,Park,-6.2458247,106.8154415,https://www.google.com/maps/place/Taman+Butjin/data=!4m7!3m6!1s0x2e69f14559f53309:0xafec0365af3300cf!8m2!3d-6.2458247!4d106.8154415!16s%2Fg%2F11jw49xc06!19sChIJCTP1WUXxaS4RzwAzr2UD7K8?authuser=0&hl=en&rclk=1
Taman Cakung,Park,-6.1903276,106.9690161,https://www.google.com/maps/place/Taman+Cakung/data=!4m7!3m6!1s0x2e698b9965f0ac69:0x5ae1ee1687e2a500!8m2!3d-6.1903276!4d106.9690161!16s%2Fg%2F11c72l1gn5!19sChIJaazwZZmLaS4RAKXihxbu4Vo?authuser=0&hl=en&rclk=1
Taman Cassia,Park,-6.2006438,106.9521162,https://www.google.com/maps/place/Taman+Cassia/data=!4m7!3m6!1s0x2e698b70e0b8b317:0x4df5b3a69dcad380!8m2!3d-6.2006438!4d106.9521162!16s%2Fg%2F11b7ysm6p0!19sChIJF7O44HCLaS4RgNPKnaaz9U0?authuser=0&hl=en&rclk=1
Taman Casuarina,Park,-6.3571307,106.7995679,https://www.google.com/maps/place/Taman+Casuarina/data=!4m7!3m6!1s0x2e69ee941a2c36cd:0x53ad4da57fa382f8!8m2!3d-6.3571307!4d106.7995679!16s%2Fg%2F11c1njpddw!19sChIJzTYsGpTuaS4R-IKjf6VNrVM?authuser=0&hl=en&rclk=1
Taman Cawang,City park,-6.2561535,106.8713264,https://www.google.com/maps/place/Taman+Cawang/data=!4m7!3m6!1s0x2e69f302047e5d8b:0xd843ede4cf9681d5!8m2!3d-6.2561535!4d106.8713264!16s%2Fg%2F11f125n3dp!19sChIJi11-BALzaS4R1YGWz-TtQ9g?authuser=0&hl=en&rclk=1
Taman Cempaka Putih Tengah,Park,-6.1701293,106.8735692,https://www.google.com/maps/place/Taman+Cempaka+Putih+Tengah/data=!4m7!3m6!1s0x2e69f5654c1ba3a3:0xe7b0a8bdc1ec31e2!8m2!3d-6.1701293!4d106.8735692!16s%2Fg%2F11rrjb15r4!19sChIJo6MbTGX1aS4R4jHswb2osOc?authuser=0&hl=en&rclk=1
Taman Ceria,Park,-6.3240924,106.8755733,https://www.google.com/maps/place/Taman+Ceria/data=!4m7!3m6!1s0x2e69edccf92caedb:0xc667fef8217daf1a!8m2!3d-6.3240924!4d106.8755733!16s%2Fg%2F11jdrqdwxy!19sChIJ264s-cztaS4RGq99Ifj-Z8Y?authuser=0&hl=en&rclk=1
Taman Cilamaya,Park,-6.1779769,106.810222,https://www.google.com/maps/place/Taman+Cilamaya/data=!4m7!3m6!1s0x2e69f6876ba5caff:0x9ddf9345dd5514cc!8m2!3d-6.1779769!4d106.810222!16s%2Fg%2F11dyny8qqv!19sChIJ_8qla4f2aS4RzBRV3UWT350?authuser=0&hl=en&rclk=1
Taman Cinta,Garden,-6.2534996,106.9233752,https://www.google.com/maps/place/Taman+Cinta/data=!4m7!3m6!1s0x2e698cd7f2cd62f9:0xf8517e6bf1c6a555!8m2!3d-6.2534996!4d106.9233752!16s%2Fg%2F11dfj2cc6_!19sChIJ-WLN8teMaS4RVaXG8Wt-Ufg?authuser=0&hl=en&rclk=1
Taman Cio,Park,-6.256959,106.7844504,https://www.google.com/maps/place/Taman+Cio/data=!4m7!3m6!1s0x2e69f1ac5d573a83:0xce60b186aa970aa1!8m2!3d-6.256959!4d106.7844504!16s%2Fg%2F11r2q_gkkd!19sChIJgzpXXazxaS4RoQqXqoaxYM4?authuser=0&hl=en&rclk=1
Taman Cipinang Elok Blok AV,Park,-6.2261833,106.8857183,https://www.google.com/maps/place/Taman+Cipinang+Elok+Blok+AV/data=!4m7!3m6!1s0x2e69f36862a5d3db:0xda262d3066d2b8d!8m2!3d-6.2261833!4d106.8857183!16s%2Fg%2F11c17frlv1!19sChIJ29OlYmjzaS4RjSttBtNiog0?authuser=0&hl=en&rclk=1
Taman Ciracas Ceria,City park,-6.3228397,106.8760632,https://www.google.com/maps/place/Taman+Ciracas+Ceria/data=!4m7!3m6!1s0x2e69edd0093ff8ed:0x4b70e98508c64b7a!8m2!3d-6.3228397!4d106.8760632!16s%2Fg%2F11fvllbf9v!19sChIJ7fg_CdDtaS4RekvGCIXpcEs?authuser=0&hl=en&rclk=1
Taman Cluster Alamanda JGC - Jakarta Garden City,Park,-6.1794809,106.9599637,https://www.google.com/maps/place/Taman+Cluster+Alamanda+JGC+-+Jakarta+Garden+City/data=!4m7!3m6!1s0x2e698ba9d3a4c69d:0x74a6e75e00dd9cf9!8m2!3d-6.1794809!4d106.9599637!16s%2Fg%2F11gdgcxp8w!19sChIJncak06mLaS4R-ZzdAF7npnQ?authuser=0&hl=en&rclk=1
Taman Cluster Tampak Siring,Community garden,-6.1493175,106.7092197,https://www.google.com/maps/place/Taman+Cluster+Tampak+Siring/data=!4m7!3m6!1s0x2e69f80fd6f0d1ff:0xf389cc5c950dc4b7!8m2!3d-6.1493175!4d106.7092197!16s%2Fg%2F11cjj4gt5z!19sChIJ_9Hw1g_4aS4Rt8QNlVzMifM?authuser=0&hl=en&rclk=1
Taman Cornel Simanjuntak,Park,-6.2377284,106.8735531,https://www.google.com/maps/place/Taman+Cornel+Simanjuntak/data=!4m7!3m6!1s0x2e69f30cdbe17b0f:0xb54ca30161d5d7bc!8m2!3d-6.2377284!4d106.8735531!16s%2Fg%2F11b8v62xf8!19sChIJD3vh2wzzaS4RvNfVYQGjTLU?authuser=0&hl=en&rclk=1
Taman Dadap Merah,City park,-6.318281,106.831155,https://www.google.com/maps/place/Taman+Dadap+Merah/data=!4m7!3m6!1s0x2e69ede8671a4a0b:0xab05401e18ac44f6!8m2!3d-6.318281!4d106.831155!16s%2Fg%2F11b6d0k25f!19sChIJC0oaZ-jtaS4R9kSsGB5ABas?authuser=0&hl=en&rclk=1
Taman DAFICI,Garden,-6.3542797,106.8013714,https://www.google.com/maps/place/Taman+DAFICI/data=!4m7!3m6!1s0x2e69effa73ff1fe9:0x6788e2a5f45786d0!8m2!3d-6.3542797!4d106.8013714!16s%2Fg%2F11tn4d99rs!19sChIJ6R__c_rvaS4R0IZX9KXiiGc?authuser=0&hl=en&rclk=1
Taman Dakota,Garden,-6.1533897,106.8549833,https://www.google.com/maps/place/Taman+Dakota/data=!4m7!3m6!1s0x2e69f5b5300674f3:0xaf8b891996f8030b!8m2!3d-6.1533897!4d106.8549833!16s%2Fg%2F11jbggm95q!19sChIJ83QGMLX1aS4RCwP4lhmJi68?authuser=0&hl=en&rclk=1
Taman Danau Buyan,Park,-6.208683,106.809424,https://www.google.com/maps/place/Taman+Danau+Buyan/data=!4m7!3m6!1s0x2e69f75a59b6dba5:0xfa02e7cca1564df3!8m2!3d-6.208683!4d106.809424!16s%2Fg%2F11qnbnhskw!19sChIJpdu2WVr3aS4R801WocznAvo?authuser=0&hl=en&rclk=1
Taman Danau Dampelas,Park,-6.208761,106.8092365,https://www.google.com/maps/place/Taman+Danau+Dampelas/data=!4m7!3m6!1s0x2e69f7e911eaa933:0xc879a4120b4db80!8m2!3d-6.208761!4d106.8092365!16s%2Fg%2F11fsb6109b!19sChIJM6nqEen3aS4RgNu0IEGahww?authuser=0&hl=en&rclk=1
Taman Danau Sunter,Garden,-6.1457784,106.8764635,https://www.google.com/maps/place/Taman+Danau+Sunter/data=!4m7!3m6!1s0x2e69f570241dd7a7:0xea8e7e7bdb160b38!8m2!3d-6.1457784!4d106.8764635!16s%2Fg%2F11f4pbz1gg!19sChIJp9cdJHD1aS4ROAsW23t-juo?authuser=0&hl=en&rclk=1
taman d'batavia wedding,Garden,-6.3493047,106.811844,https://www.google.com/maps/place/taman+d'batavia+wedding/data=!4m7!3m6!1s0x2e69ef2b93ca6f0d:0x6db41e801f96ac4!8m2!3d-6.3493047!4d106.811844!16s%2Fg%2F11sg_kw033!19sChIJDW_KkyvvaS4RxGr5AehB2wY?authuser=0&hl=en&rclk=1
Taman Delok,Park,-6.2471853,106.7686413,https://www.google.com/maps/place/Taman+Delok/data=!4m7!3m6!1s0x2e69f1ab8775654f:0x6087505969c53ba3!8m2!3d-6.2471853!4d106.7686413!16s%2Fg%2F11pd1rf9rc!19sChIJT2V1h6vxaS4RozvFaVlQh2A?authuser=0&hl=en&rclk=1
Taman Delonix Jakarta Timur,Park,-6.3469262,106.869528,https://www.google.com/maps/place/Taman+Delonix+Jakarta+Timur/data=!4m7!3m6!1s0x2e69ed9f579af847:0x79d312a4ddc2276a!8m2!3d-6.3469262!4d106.869528!16s%2Fg%2F11hf2jhwmr!19sChIJR_iaV5_taS4RaifC3aQS03k?authuser=0&hl=en&rclk=1
Taman depan stasiun Manggarai,Park,-6.2102095,106.8510633,https://www.google.com/maps/place/Taman+depan+stasiun+Manggarai/data=!4m7!3m6!1s0x2e69f5263e5c5a7f:0x74d923e1dec532d!8m2!3d-6.2102095!4d106.8510633!16s%2Fg%2F11h59ykp0v!19sChIJf1pcPib1aS4RLVPsHT6STQc?authuser=0&hl=en&rclk=1
Taman Diponegoro,City park,-6.1988882,106.8464859,https://www.google.com/maps/place/Taman+Diponegoro/data=!4m7!3m6!1s0x2e69f46bcdb6101b:0x8d1402322cf2c3b6!8m2!3d-6.1988882!4d106.8464859!16s%2Fg%2F11c485s593!19sChIJGxC2zWv0aS4RtsPyLDICFI0?authuser=0&hl=en&rclk=1
Taman Dr. Wahidin,Park,-12.3347252,213.6783662,https://www.google.com/maps/place/Taman+Dr.+Wahidin/data=!4m7!3m6!1s0x2e69f5c85b508c1d:0xa57e5a774824889a!8m2!3d-6.1673626!4d106.8391831!16s%2Fg%2F11bc7n76cq!19sChIJHYxQW8j1aS4RmogkSHdafqU?authuser=0&hl=en&rclk=1
Taman Dukuh,Park,-6.301457,106.876006,https://www.google.com/maps/place/Taman+Dukuh/data=!4m7!3m6!1s0x2e69ed7c511ea7db:0x50f73e8b51f9335c!8m2!3d-6.301457!4d106.876006!16s%2Fg%2F11h3bp8dx6!19sChIJ26ceUXztaS4RXDP5UYs-91A?authuser=0&hl=en&rclk=1
Taman Dukuh Atas,City park,-6.2042816,106.8227482,https://www.google.com/maps/place/Taman+Dukuh+Atas/data=!4m7!3m6!1s0x2e69f56fb112f3af:0xe3147372bac5152e!8m2!3d-6.2042816!4d106.8227482!16s%2Fg%2F11hz782flv!19sChIJr_MSsW_1aS4RLhXFunJzFOM?authuser=0&hl=en&rclk=1
Taman Eden,Park,-6.1512782,106.9067785,https://www.google.com/maps/place/Taman+Eden/data=!4m7!3m6!1s0x2e69f54a2f276e1f:0x199fffb34f42f859!8m2!3d-6.1512782!4d106.9067785!16s%2Fg%2F11c0rn5d51!19sChIJH24nL0r1aS4RWfhCT7P_nxk?authuser=0&hl=en&rclk=1
TAMAN EDUKASI Oi (Budidaya Tanaman Anggur),Garden,-6.2307017,106.90296,https://www.google.com/maps/place/TAMAN+EDUKASI+Oi+(Budidaya+Tanaman+Anggur)/data=!4m7!3m6!1s0x2e69f379d67ce3cf:0x314ef0c959316008!8m2!3d-6.2307017!4d106.90296!16s%2Fg%2F11rqkxhvtx!19sChIJz-N81nnzaS4RCGAxWcnwTjE?authuser=0&hl=en&rclk=1
Taman Firdaus,Park,-12.4416432,213.6681792,https://www.google.com/maps/place/Taman+Firdaus/data=!4m7!3m6!1s0x2e69f3f6bffbea03:0x755ca8b7802f0afd!8m2!3d-6.2208216!4d106.8340896!16s%2Fg%2F11f_j08tts!19sChIJA-r7v_bzaS4R_QovgLeoXHU?authuser=0&hl=en&rclk=1
Taman Flamboyan,Garden,-6.2155891,106.8236136,https://www.google.com/maps/place/Taman+Flamboyan/data=!4m7!3m6!1s0x2e69f512027b2bff:0xc09b749fd0b72ab3!8m2!3d-6.2155891!4d106.8236136!16s%2Fg%2F11gh5z2ml9!19sChIJ_yt7AhL1aS4Rsyq30J90m8A?authuser=0&hl=en&rclk=1
Taman Gandaria Tengah,Park,-6.2448085,106.7900648,https://www.google.com/maps/place/Taman+Gandaria+Tengah/data=!4m7!3m6!1s0x2e69f113ed4c6f2f:0x49dc5f4398fb838e!8m2!3d-6.2448085!4d106.7900648!16s%2Fg%2F11c4766d55!19sChIJL29M7RPxaS4RjoP7mENf3Ek?authuser=0&hl=en&rclk=1
Taman Gang Buaya,Park,-6.1648156,106.77088,https://www.google.com/maps/place/Taman+Gang+Buaya/data=!4m7!3m6!1s0x2e69f789a1e074e5:0xa829e40710a2cf41!8m2!3d-6.1648156!4d106.77088!16s%2Fg%2F11hz6dx5gz!19sChIJ5XTgoYn3aS4RQc-iEAfkKag?authuser=0&hl=en&rclk=1
Taman Gantara (Gandaria Utara),Garden,-6.261043,106.7905903,https://www.google.com/maps/place/Taman+Gantara+(Gandaria+Utara)/data=!4m7!3m6!1s0x2e69f1f4177f3b13:0x24e028cae5987681!8m2!3d-6.261043!4d106.7905903!16s%2Fg%2F11q94176rz!19sChIJEzt_F_TxaS4RgXaY5coo4CQ?authuser=0&hl=en&rclk=1
Taman Gintung Tanjung Barat,Park,-6.3142958,106.8480632,https://www.google.com/maps/place/Taman+Gintung+Tanjung+Barat/data=!4m7!3m6!1s0x2e69ed81e02a0c4b:0x953d830a164e03da!8m2!3d-6.3142958!4d106.8480632!16s%2Fg%2F11h_24s3gj!19sChIJSwwq4IHtaS4R2gNOFgqDPZU?authuser=0&hl=en&rclk=1
Taman Gondangdia,Garden,-12.3896682,213.6661172,https://www.google.com/maps/place/Taman+Gondangdia/data=!4m7!3m6!1s0x2e69f5da0ccf62c9:0x6d02e93ed3f373b8!8m2!3d-6.1948341!4d106.8330586!16s%2Fg%2F11ghp5ll1m!19sChIJyWLPDNr1aS4RuHPz0z7pAm0?authuser=0&hl=en&rclk=1
Taman Green Garden,Garden,-6.1706607,106.752129,https://www.google.com/maps/place/Taman+Green+Garden/data=!4m7!3m6!1s0x2e69f7969099a955:0x7ef7fb2152e03b87!8m2!3d-6.1706607!4d106.752129!16s%2Fg%2F11hzw4cvnj!19sChIJVamZkJb3aS4RhzvgUiH7934?authuser=0&hl=en&rclk=1
Taman H. Biin,Park,-6.126394,106.716963,https://www.google.com/maps/place/Taman+H.+Biin/data=!4m7!3m6!1s0x2e6a03f07b14ad17:0x424a920bf2f33b0b!8m2!3d-6.126394!4d106.716963!16s%2Fg%2F11l8lcp0b_!19sChIJF60Ue_ADai4RCzvz8guSSkI?authuser=0&hl=en&rclk=1
Taman Hangtuah,City park,-6.2347871,106.7972703,https://www.google.com/maps/place/Taman+Hangtuah/data=!4m7!3m6!1s0x2e69f148670899f5:0x98ba7ea76baa65f3!8m2!3d-6.2347871!4d106.7972703!16s%2Fg%2F11f5q7b9_8!19sChIJ9ZkIZ0jxaS4R82Wqa6d-upg?authuser=0&hl=en&rclk=1
Taman Hasbah,Park,-6.233031,106.8561015,https://www.google.com/maps/place/Taman+Hasbah/data=!4m7!3m6!1s0x2e69f399a08ca1bd:0x8e2936b0a61baa94!8m2!3d-6.233031!4d106.8561015!16s%2Fg%2F11bwp2kbx6!19sChIJvaGMoJnzaS4RlKobprA2KY4?authuser=0&hl=en&rclk=1
Taman Hijau,Park,-6.1336153,106.7175453,https://www.google.com/maps/place/Taman+Hijau/data=!4m7!3m6!1s0x2e6a02aeaa015c03:0xe1baec96eeab8e40!8m2!3d-6.1336153!4d106.7175453!16s%2Fg%2F11g86nltx8!19sChIJA1wBqq4Cai4RQI6r7pbsuuE?authuser=0&hl=en&rclk=1
Taman Hutan Kota Tebet,City park,-6.2400781,106.8528222,https://www.google.com/maps/place/Taman+Hutan+Kota+Tebet/data=!4m7!3m6!1s0x2e69f3bcce6d8b39:0x1f37e39d760e6751!8m2!3d-6.2400781!4d106.8528222!16s%2Fg%2F11f_6n5g_7!19sChIJOYttzrzzaS4RUWcOdp3jNx8?authuser=0&hl=en&rclk=1
Taman Impian Jaya Ancol,Park,-6.1173332,106.8579951,https://www.google.com/maps/place/Taman+Impian+Jaya+Ancol/data=!4m7!3m6!1s0x2e6a1e36f7d35d57:0x7185c13d06491a96!8m2!3d-6.1173332!4d106.8579951!16s%2Fg%2F11cjk2c8t1!19sChIJV13T9zYeai4RlhpJBj3BhXE?authuser=0&hl=en&rclk=1
Taman Indah Bersama,Garden,-6.150597,106.9172445,https://www.google.com/maps/place/Taman+Indah+Bersama/data=!4m7!3m6!1s0x2e698bf1a2cdfd8d:0x99763bb1d4a8a414!8m2!3d-6.150597!4d106.9172445!16s%2Fg%2F11rty54n9r!19sChIJjf3NovGLaS4RFKSo1LE7dpk?authuser=0&hl=en&rclk=1
Taman Inspirasi Rw04 Ciracas,Garden,-6.3349594,106.8741856,https://www.google.com/maps/place/Taman+Inspirasi+Rw04+Ciracas/data=!4m7!3m6!1s0x2e69edea0f86a9f9:0xbfbc0ea4859fb89b!8m2!3d-6.3349594!4d106.8741856!16s%2Fg%2F11qgsm6glt!19sChIJ-amGD-rtaS4Rm7ifhaQOvL8?authuser=0&hl=en&rclk=1
Taman intan,Park,-6.1621699,106.8665349,https://www.google.com/maps/place/Taman+intan/data=!4m7!3m6!1s0x2e69f5b2c4039f8d:0x83ccd4f7385aefda!8m2!3d-6.1621699!4d106.8665349!16s%2Fg%2F11j0hvww60!19sChIJjZ8DxLL1aS4R2u9aOPfUzIM?authuser=0&hl=en&rclk=1
Taman Jagakarsa,Park,-6.3178945,106.8409269,https://www.google.com/maps/place/Taman+Jagakarsa/data=!4m7!3m6!1s0x2e69edeab6f9f7d1:0x22cecb048f13dc12!8m2!3d-6.3178945!4d106.8409269!16s%2Fg%2F11bzypm41f!19sChIJ0ff5turtaS4REtwTjwTLziI?authuser=0&hl=en&rclk=1
Taman Janggrek,Park,-6.3035903,106.8404622,https://www.google.com/maps/place/Taman+Janggrek/data=!4m7!3m6!1s0x2e69edbdf6623c53:0x3a9c633902b21652!8m2!3d-6.3035903!4d106.8404622!16s%2Fg%2F11td_91q9_!19sChIJUzxi9r3taS4RUhayAjljnDo?authuser=0&hl=en&rclk=1
Taman Janur Indah,Park,-6.1567848,106.9068019,https://www.google.com/maps/place/Taman+Janur+Indah/data=!4m7!3m6!1s0x2e69f5342414e367:0xbc97b81596fc14f0!8m2!3d-6.1567848!4d106.9068019!16s%2Fg%2F11b6xkbms3!19sChIJZ-MUJDT1aS4R8BT8lhW4l7w?authuser=0&hl=en&rclk=1
Taman Jatinegara Indah,Garden,-6.2021633,106.9261319,https://www.google.com/maps/place/Taman+Jatinegara+Indah/data=!4m7!3m6!1s0x2e698b1b4c2c563d:0x3e427460205e68f6!8m2!3d-6.2021633!4d106.9261319!16s%2Fg%2F11n32l3zz1!19sChIJPVYsTBuLaS4R9mheIGB0Qj4?authuser=0&hl=en&rclk=1
Taman Jelambar Kav Polri Blok A,Park,-6.1558252,106.7838826,https://www.google.com/maps/place/Taman+Jelambar+Kav+Polri+Blok+A/data=!4m7!3m6!1s0x2e69f6383e207983:0xb9e97ed8f60a59ab!8m2!3d-6.1558252!4d106.7838826!16s%2Fg%2F11cp5j460q!19sChIJg3kgPjj2aS4Rq1kK9th-6bk?authuser=0&hl=en&rclk=1
Taman jelambar madya timur 2b,Park,-6.1546267,106.786637,https://www.google.com/maps/place/Taman+jelambar+madya+timur+2b/data=!4m7!3m6!1s0x2e69f7747436ead9:0x55ed51abd6d2ae3e!8m2!3d-6.1546267!4d106.786637!16s%2Fg%2F11fnxr96xr!19sChIJ2eo2dHT3aS4RPq7S1qtR7VU?authuser=0&hl=en&rclk=1
